target_x,target_y,source_x,source_y
268655.678899999998976,4488586.948900000192225,268655.117099999974016,4488587.390499999746680
268638.902400000020862,4488383.651899999938905,268638.467599999974482,4488383.992899999953806
268829.395000000018626,4488550.869900000281632,268828.470399999991059,4488551.593399999663234
268715.488599999982398,4488686.548000000417233,268714.733599999977741,4488687.138199999928474
268804.344999999972060,4488400.333499999716878,268803.936999999976251,4488400.651999999769032
268819.168200000014622,4488493.937500000000000,268818.315200000011828,4488494.602300000376999
268846.204199999978300,4488617.971599999815226,268845.287100000015926,4488618.683600000105798
268836.637700000021141,4488486.114599999971688,268835.776699999987613,4488486.780000000260770
268854.819399999978486,4488599.184299999848008,268853.765300000028219,4488599.996799999848008
268884.198099999979604,4488682.949799999594688,268883.624000000010710,4488683.391699999570847
268890.693099999974947,4488417.351099999621511,268889.848999999987427,4488418.000300000421703
268779.155800000007730,4488385.634800000116229,268778.356299999984913,4488386.248399999924004
268631.364500000025146,4488634.110299999825656,268630.999599999981001,4488634.389299999922514
268894.714800000016112,4488649.439600000157952,268893.910600000002887,4488650.053600000217557
268866.516500000027008,4488670.314600000157952,268865.835000000020955,4488670.834200000390410
268645.518500000005588,4488494.206100000068545,268644.883499999996275,4488494.690299999900162
268895.159199999994598,4488485.836099999956787,268894.329199999978300,4488486.467899999581277
268939.686899999971502,4488421.749400000087917,268939.393900000024587,4488421.971800000406802
268776.835499999986496,4488325.060100000351667,268776.328900000022259,4488325.443300000391901
268705.016000000003260,4488632.153300000354648,268704.547000000020489,4488632.507699999958277
268701.219700000016019,4488586.765100000426173,268700.730199999990873,4488587.134300000034273
268789.831799999985378,4488419.253700000233948,268788.921700000006240,4488419.938099999912083
268604.529700000013690,4488317.232099999673665,268604.048799999989569,4488317.592000000178814
268825.621400000003632,4488479.748499999754131,268824.695799999986775,4488480.440000000409782
268752.191600000020117,4488465.311300000175834,268751.414400000008754,4488465.891800000332296
268796.821200000005774,4488426.565799999982119,268795.742499999993015,4488427.369500000029802
268813.215900000010151,4488515.278099999763072,268812.291299999982584,4488515.966799999587238
268731.058599999989383,4488510.224700000137091,268730.455900000000838,4488510.672299999743700
268859.304100000008475,4488599.350399999879301,268858.277400000020862,4488600.112300000153482
268774.284299999999348,4488399.154199999757111,268773.552399999985937,4488399.696200000122190
268577.647999999986496,4488324.531100000254810,268577.390499999979511,4488324.721699999645352
268860.754499999980908,4488326.944699999876320,268859.501700000022538,4488327.866600000299513
268899.479200000001583,4488517.214300000108778,268899.146300000022165,4488517.459200000390410
268887.931299999996554,4488346.143899999558926,268887.409800000023097,4488346.525000000372529
268819.182099999976344,4488584.852300000376999,268818.271799999987707,4488585.517199999652803
268797.258299999986775,4488492.742499999701977,268796.514499999990221,4488493.285099999979138
268810.631300000008196,4488540.519299999810755,268809.025100000028033,4488541.685200000181794
268610.717799999983981,4488613.678500000387430,268610.480800000019372,4488613.850300000049174
268790.368100000021514,4488582.501400000415742,268789.663699999975506,4488583.011400000192225
268798.787699999986216,4488659.883200000040233,268797.953500000003260,4488660.487200000323355
268784.860600000014529,4488604.790500000119209,268784.306999999971595,4488605.190799999982119
268713.512199999997392,4488588.641999999992549,268712.982499999983702,4488589.024600000120699
268777.415399999998044,4488576.045300000347197,268776.760599999979604,4488576.517699999734759
268878.072099999990314,4488685.827999999746680,268877.186700000020210,4488686.463600000366569
268886.097300000023097,4488542.019399999640882,268885.538899999985006,4488542.419900000095367
268862.202899999974761,4488331.558400000445545,268861.069000000017695,4488332.367999999783933
268863.553399999975227,4488662.447900000028312,268863.127099999983329,4488662.750599999912083
268671.884100000024773,4488506.411399999633431,268671.500699999975041,4488506.683500000275671
268793.828800000017509,4488607.503100000321865,268793.044799999974202,4488608.059600000269711
268866.678399999975227,4488660.748700000345707,268865.808100000023842,4488661.365899999625981
268881.385899999993853,4488670.239500000141561,268880.856599999999162,4488670.614599999971688
268729.028300000005402,4488626.479899999685585,268728.292699999990873,4488627.000599999912083
268841.664099999994505,4488421.893400000408292,268840.833700000017416,4488422.478900000452995
268697.493699999991804,4488265.780899999663234,268696.910299999988638,4488266.191100000403821
268744.200399999972433,4488412.682900000363588,268743.857900000002701,4488412.921699999831617
268692.491099999984726,4488616.362700000405312,268692.173999999999069,4488616.583300000056624
268641.344199999992270,4488431.857499999925494,268641.053499999979977,4488432.059000000357628
268735.028600000019651,4488426.689000000245869,268734.219199999992270,4488427.249499999918044
268672.253800000005867,4488371.170599999837577,268672.036199999973178,4488371.320799999870360
268724.023899999971036,4488642.986299999989569,268723.032400000025518,4488643.669599999673665
268878.580699999991339,4488557.997800000011921,268877.794700000027660,4488558.535000000149012
268713.146999999997206,4488643.474999999627471,268712.186700000020210,4488644.130900000222027
268867.498199999972712,4488495.804800000041723,268866.906499999982771,4488496.208599999547005
268720.198299999989104,4488587.845099999569356,268719.579199999978300,4488588.266999999992549
268840.067500000004657,4488419.986899999901652,268839.485800000024028,4488420.381799999624491
268620.830100000021048,4488462.599299999885261,268620.504000000015367,4488462.820700000040233
268772.379399999976158,4488502.531399999745190,268771.501500000013039,4488503.124599999748170
268668.916599999996834,4488342.418300000019372,268668.452099999994971,4488342.731499999761581
268671.235099999990780,4488629.218799999915063,268671.128299999982119,4488629.290699999779463
268834.181800000020303,4488483.015899999998510,268833.210800000000745,4488483.669200000353158
268833.601800000004005,4488454.865600000135601,268832.784900000027847,4488455.415099999867380
268763.920600000012200,4488561.439100000075996,268763.123800000001211,4488561.973699999973178
268849.420900000026450,4488491.164499999955297,268848.533400000014808,4488491.759600000455976
268584.767400000011548,4488355.520700000226498,268584.253199999977369,4488355.863499999977648
268795.565000000002328,4488667.846499999985099,268794.813299999979790,4488668.347400000318885
268582.797399999981280,4488385.730200000107288,268582.227799999993294,4488386.106999999843538
268761.923499999975320,4488567.961199999786913,268761.433900000003632,4488568.284599999897182
268739.478999999992084,4488596.893099999986589,268738.988399999972899,4488597.216599999926984
268896.127299999992829,4488683.244699999690056,268894.994699999981094,4488683.990799999795854
268806.008600000001024,4488561.276899999938905,268805.096299999975599,4488561.876299999654293
268683.173999999999069,4488624.430100000463426,268682.886699999973644,4488624.618800000287592
268785.808699999994133,4488618.136599999852479,268785.005200000014156,4488618.661999999545515
268603.241900000022724,4488497.580599999986589,268603.148800000024494,4488497.641400000080466
268750.826100000005681,4488491.517099999822676,268749.808799999998882,4488492.176500000059605
268673.720900000014808,4488274.361399999819696,268673.401300000026822,4488274.568500000052154
268833.060300000011921,4488469.177500000223517,268832.116500000003725,4488469.786600000225008
268570.141200000012759,4488250.953999999910593,268569.792200000025332,4488251.179200000129640
268824.822900000028312,4488560.096699999645352,268823.802599999995437,4488560.753899999894202
268824.925500000012107,4488532.614699999801815,268824.313299999979790,4488533.008999999612570
268847.229099999996834,4488434.870400000363588,268846.464900000020862,4488435.361800000071526
268870.307399999990594,4488435.614400000311434,268869.610400000005029,4488436.059600000269711
268814.917699999990873,4488393.296400000341237,268814.132400000002235,4488393.796400000341237
268899.662200000020675,4488329.036299999803305,268899.153999999980442,4488329.359699999913573
268789.526000000012573,4488298.274799999780953,268788.930999999982305,4488298.653300000354648
268588.086799999990035,4488411.211299999617040,268587.216899999999441,4488411.763600000180304
268785.950799999991432,4488501.202399999834597,268785.249499999976251,4488501.647300000302494
268768.839399999997113,4488532.620199999772012,268768.106299999984913,4488533.085199999623001
268568.783799999975599,4488399.873800000175834,268568.445699999982025,4488400.088000000454485
268547.267500000016298,4488481.012900000438094,268546.889699999999721,4488481.251600000075996
268887.760799999989104,4488490.997000000439584,268887.076599999971222,4488491.428600000217557
268795.139199999975972,4488664.909300000406802,268794.293599999975413,4488665.442300000227988
268655.191200000001118,4488503.329099999740720,268654.586300000024494,4488503.709499999880791
268847.148999999975786,4488444.269000000320375,268846.434799999988172,4488444.717600000090897
268839.848300000012387,4488425.841099999845028,268839.377399999997579,4488426.135300000198185
268858.455100000021048,4488665.021499999798834,268857.737599999993108,4488665.468299999833107
268781.057299999985844,4488479.219200000166893,268780.411000000021886,4488479.619800000451505
268803.278400000010151,4488579.738599999807775,268802.479400000011083,4488580.231700000353158
268804.420600000012200,4488381.488800000399351,268803.420900000026450,4488382.101099999621511
268821.895599999988917,4488547.091400000266731,268820.928899999998976,4488547.681499999947846
268670.561600000015460,4488484.605200000107288,268669.955100000021048,4488484.974499999545515
268701.891699999978300,4488591.364799999631941,268701.553899999998976,4488591.570100000128150
268653.975700000009965,4488518.358799999579787,268653.457600000023376,4488518.673799999989569
268843.018400000000838,4488500.644799999892712,268842.192500000004657,4488501.146399999968708
268905.946300000010524,4488665.737900000065565,268905.097100000013597,4488666.253399999812245
268943.633700000005774,4488429.448300000280142,268942.859400000015739,4488429.918100000359118
268525.948800000012852,4488448.365500000305474,268525.463999999978114,4488448.659199999645352
268491.400299999979325,4488238.488599999807775,268491.103899999987334,4488238.667799999937415
268779.512099999992643,4488666.920599999837577,268778.768600000010338,4488667.368999999947846
268838.440699999977369,4488458.140700000338256,268837.529900000023190,4488458.687199999578297
268805.530499999993481,4488442.657800000160933,268804.668400000024121,4488443.174499999731779
268754.022200000006706,4488430.021800000220537,268753.017600000021048,4488430.622899999842048
268749.707899999979418,4488418.052899999544024,268748.996800000022631,4488418.476900000125170
268856.239500000025146,4488486.080299999564886,268855.655800000007730,4488486.426500000059605
268622.948800000012852,4488690.306599999777973,268622.024800000013784,4488690.854399999603629
268725.170800000021700,4488338.810899999924004,268724.783300000010058,4488339.040500000119209
268776.890599999984261,4488430.587399999611080,268775.998900000005960,4488431.112399999983609
268710.603599999973085,4488659.511199999600649,268710.095600000000559,4488659.809799999929965
268683.452500000013970,4488327.167100000195205,268683.048300000024028,4488327.403500000014901
268755.902999999991152,4488565.965400000102818,268755.248800000001211,4488566.348000000230968
268817.288300000014715,4488556.259499999694526,268816.293100000009872,4488556.841000000014901
268669.479200000001583,4488568.908200000412762,268668.707899999979418,4488569.354100000113249
268836.375300000014249,4488553.828900000080466,268835.570799999986775,4488554.292799999937415
268711.707400000013877,4488652.170599999837577,268710.635699999984354,4488652.782800000160933
268681.256200000003446,4488341.049200000241399,268680.915099999983795,4488341.243499999865890
269003.476100000028964,4488281.367899999953806,269002.465299999981653,4488281.942300000227988
268870.312500000000000,4488522.319199999794364,268869.737100000027567,4488522.641900000162423
268815.268800000019837,4488597.007600000128150,268814.543799999984913,4488597.412700000219047
268776.738499999977648,4488392.486899999901652,268775.741700000013225,4488393.043100000359118
268863.621700000017881,4488654.987700000405312,268862.863699999987148,4488655.410099999979138
268868.556400000001304,4488483.510800000280142,268867.762899999972433,4488483.952100000344217
268670.237199999974109,4488500.983099999837577,268669.751400000008289,4488501.253200000151992
268854.332300000009127,4488608.995600000023842,268853.185699999972712,4488609.628299999982119
268662.350299999990966,4488506.868999999947846,268661.807299999985844,4488507.164300000295043
268635.049400000018068,4488540.245500000193715,268633.709900000016205,4488540.971499999985099
268865.273199999995995,4488415.662399999797344,268864.625899999984540,4488416.012500000186265
268838.788500000024214,4488427.540300000458956,268837.864500000025146,4488428.038099999539554
268859.210900000005495,4488679.763500000350177,268858.361399999994319,4488680.220700000412762
268834.210000000020955,4488501.737099999561906,268833.313699999998789,4488502.219299999997020
268803.526300000026822,4488494.961199999786913,268802.561199999996461,4488495.478500000201166
268745.917000000015832,4488371.810899999924004,268745.526000000012573,4488372.019899999722838
268831.497399999992922,4488435.445000000298023,268830.656499999982771,4488435.893600000068545
268699.170999999972992,4488263.377999999560416,268698.762600000016391,4488263.595300000160933
268818.202600000018720,4488498.003600000403821,268817.180700000026263,4488498.547100000083447
268850.660900000017136,4488343.315499999560416,268850.199599999992643,4488343.560600000433624
268583.806099999987055,4488541.000300000421703,268583.605900000024121,4488541.106599999591708
268709.413600000028964,4488668.028300000354648,268708.762899999972433,4488668.371000000275671
268588.308599999989383,4488394.068400000222027,268587.656200000026729,4488394.410099999979138
268514.508900000015274,4488255.564299999736249,268514.241299999994226,4488255.704300000332296
268619.275499999988824,4488460.664300000295043,268618.719199999992270,4488460.955299999564886
268667.818099999974947,4488380.672600000165403,268667.520799999998417,4488380.827800000086427
268756.781100000021979,4488511.194400000385940,268756.289099999994505,4488511.450600000098348
268554.663600000028964,4488328.376299999654293,268554.579700000002049,4488328.419800000265241
268926.151499999978114,4488429.279400000348687,268925.578500000003260,4488429.575299999676645
268822.676900000020396,4488499.345399999991059,268821.922900000005029,4488499.733599999919534
268771.132800000021234,4488621.147699999623001,268770.525399999984074,4488621.459499999880791
268732.678599999984726,4488569.921699999831617,268731.994499999971595,4488570.272499999962747
268755.903899999975692,4488478.134100000374019,268754.876099999994040,4488478.660799999721348
268611.000999999989290,4488565.784699999727309,268610.746999999973923,4488565.914599999785423
268790.885100000014063,4488618.439100000075996,268790.203199999989010,4488618.785299999639392
268806.749300000024959,4488672.166199999861419,268805.874499999976251,4488672.607499999925494
268823.334399999992456,4488683.635099999606609,268822.604999999981374,4488684.002399999648333
268850.690400000021327,4488489.319299999624491,268850.232699999993201,4488489.545699999667704
268804.502099999983329,4488407.608199999667704,268803.433299999975134,4488408.135300000198185
268798.561800000024959,4488433.569099999964237,268797.548499999975320,4488434.068900000303984
268778.326500000024680,4488489.804800000041723,268777.402699999976903,4488490.258000000379980
268884.392600000021048,4488692.381299999542534,268883.529800000018440,4488692.803799999877810
268566.925500000012107,4488412.376899999566376,268566.746199999994133,4488412.464499999769032
268578.250899999984540,4488403.429800000041723,268577.754399999976158,4488403.670400000177324
268838.056800000020303,4488531.403199999593198,268837.377099999983329,4488531.730600000359118
268839.609400000015739,4488343.899799999780953,268839.101100000028964,4488344.144100000150502
268809.667499999981374,4488663.445500000379980,268809.120700000028592,4488663.708200000226498
268764.828600000008009,4488414.861600000411272,268764.189799999992829,4488415.167999999597669
268746.618299999972805,4488574.928500000387430,268746.007299999997485,4488575.219600000418723
268850.780000000027940,4488424.915900000371039,268850.202500000013970,4488425.190899999812245
268663.677399999985937,4488542.143899999558926,268662.995300000009593,4488542.468500000424683
268612.568499999993946,4488454.432699999772012,268612.078800000017509,4488454.664599999785423
268717.293899999989662,4488673.806699999608099,268716.610300000000279,4488674.128299999982119
268679.169400000013411,4488512.611299999989569,268678.467200000013690,4488512.940499999560416
268842.080299999972340,4488679.519500000402331,268841.321500000020023,4488679.874599999748170
268737.973400000017136,4488573.610299999825656,268737.300199999997858,4488573.925300000235438
268522.529800000018440,4488600.756699999794364,268521.769900000013877,4488601.111200000159442
268508.164700000023004,4488569.331600000150502,268507.138600000005681,4488569.809000000357628
268859.891999999992549,4488632.517599999904633,268859.325100000016391,4488632.781100000254810
268567.894599999999627,4488374.706000000238419,268567.600399999995716,4488374.841699999757111
268656.402100000006612,4488375.829900000244379,268656.046299999987241,4488375.993099999614060
268668.143700000015087,4488508.061400000005960,268667.631700000027195,4488508.294999999925494
268719.034999999974389,4488348.088999999687076,268718.784400000004098,4488348.202800000086427
268809.788899999985006,4488523.769899999722838,268808.525299999979325,4488524.341900000348687
268738.313599999994040,4488525.142799999564886,268737.522500000020955,4488525.500300000421703
268701.222799999988638,4488677.146900000050664,268700.516699999978300,4488677.465099999681115
268856.110800000024028,4488438.265300000086427,268855.363399999972899,4488438.600999999791384
268503.755500000028405,4488244.706699999980628,268503.170800000021700,4488244.967500000260770
268789.358400000026450,4488589.033699999563396,268788.639699999999721,4488589.354000000283122
268737.787100000015926,4488510.240100000053644,268737.189899999997579,4488510.505499999970198
268553.441200000001118,4488630.339499999769032,268552.660099999979138,4488630.685999999754131
268579.603000000002794,4488399.609500000253320,268579.070000000006985,4488399.844499999657273
268799.473500000021886,4488591.981900000013411,268798.885599999979604,4488592.240899999625981
268651.094500000006519,4488520.581500000320375,268650.520499999984168,4488520.833700000308454
268774.749200000020210,4488487.746899999678135,268773.748399999982212,4488488.186200000345707
268965.359799999976531,4488361.511199999600649,268964.521999999997206,4488361.877199999988079
269018.976499999989755,4488286.137400000356138,269018.197700000018813,4488286.477500000037253
268679.139199999975972,4488550.008899999782443,268678.433499999984633,4488550.315100000239909
268821.923100000014529,4488403.934399999678135,268820.864799999981187,4488404.391599999740720
268526.471399999980349,4488607.619900000281632,268525.799600000027567,4488607.909699999727309
268762.652000000001863,4488519.112800000235438,268761.847200000018347,4488519.455799999646842
268717.144499999994878,4488553.564699999988079,268716.214299999992363,4488553.955900000408292
268674.668300000019372,4488379.201899999752641,268674.362000000022817,4488379.329699999652803
268830.609300000010990,4488399.834599999710917,268829.983200000016950,4488400.094800000078976
268590.141400000022259,4488325.728900000452995,268589.646699999982957,4488325.933299999684095
268831.320000000006985,4488520.530000000260770,268830.465800000005402,4488520.882899999618530
268796.598300000012387,4488679.158599999733269,268795.624799999990501,4488679.559600000269711
268740.823900000017602,4488681.323800000362098,268739.818700000003446,4488681.736600000411272
268686.807800000009593,4488664.975399999879301,268686.445799999986775,4488665.123800000175834
268504.936999999976251,4488561.750000000000000,268503.895100000023376,4488562.175599999725819
268781.653500000014901,4488615.722199999727309,268781.321899999980815,4488615.856999999843538
268860.374399999971502,4488419.669999999925494,268859.725399999995716,4488419.932300000451505
268593.056800000020303,4488534.455000000074506,268592.432399999990594,4488534.706899999640882
268783.362599999993108,4488394.856599999591708,268782.582400000013877,4488395.169900000095367
268897.414800000027753,4488501.122700000181794,268896.776300000026822,4488501.375099999830127
268750.569000000017695,4488448.774699999950826,268749.589299999992363,4488449.160299999639392
268601.715000000025611,4488377.170599999837577,268600.816099999996368,4488377.522900000214577
268649.983400000026450,4488424.346900000236928,268649.315200000011828,4488424.605600000359118
268872.004899999999907,4488691.600999999791384,268871.151200000022072,4488691.930900000035763
268755.836899999994785,4488659.001500000245869,268755.314300000027288,4488659.202100000344217
268891.395599999988917,4488402.715499999932945,268890.313399999984540,4488403.130499999970198
268572.882999999972526,4488406.346800000406802,268572.343600000021979,4488406.553100000135601
268634.748199999972712,4488668.806900000199676,268634.165099999983795,4488669.027400000020862
268604.308499999984633,4488386.377500000409782,268603.639800000004470,4488386.628700000233948
268806.766799999983050,4488678.167700000107288,268806.042299999971874,4488678.439500000327826
268566.437700000009499,4488315.676599999889731,268566.163600000028964,4488315.778800000436604
268801.208099999988917,4488666.674700000323355,268800.225199999986216,4488667.039800000376999
268572.553499999979977,4488410.502299999818206,268572.002600000007078,4488410.706899999640882
268767.353699999977835,4488388.663999999873340,268766.564499999978580,4488388.956399999558926
268636.467500000027940,4488503.932300000451505,268636.228899999987334,4488504.020399999804795
268568.646000000007916,4488432.185200000181794,268568.117099999974016,4488432.380300000309944
268583.409299999999348,4488494.459200000390410,268583.192700000014156,4488494.538399999961257
268795.775399999984074,4488415.884800000116229,268795.044099999999162,4488416.150700000114739
268811.302800000004936,4488411.011300000362098,268810.235500000009779,4488411.397499999962747
268565.719400000001770,4488425.833700000308454,268565.167799999995623,4488426.031700000166893
268607.817399999999907,4488605.112700000405312,268607.299500000022817,4488605.297299999743700
268770.886600000027101,4488497.907300000078976,268770.034400000004098,4488498.210300000384450
268814.788300000014715,4488511.566700000315905,268814.108999999996740,4488511.807699999772012
268514.560799999977462,4488605.675699999555945,268513.693900000012945,4488605.981999999843538
268605.780900000012480,4488461.960400000214577,268605.405700000002980,4488462.092000000178814
268701.955100000021048,4488651.036700000055134,268700.803699999989476,4488651.438500000163913
268631.729200000001583,4488641.370099999941885,268631.456799999985378,4488641.464700000360608
268604.087899999984074,4488382.339499999769032,268603.173400000028778,4488382.654500000178814
268805.264699999999721,4488523.090400000102818,268804.021699999982957,4488523.513600000180304
268759.375200000009499,4488468.110500000417233,268758.494899999990594,4488468.408800000324845
268735.821899999980815,4488536.710500000044703,268735.372299999988172,4488536.862599999643862
268718.280399999988731,4488653.817400000058115,268717.524199999985285,4488654.071800000034273
268713.617499999993015,4488653.948200000450015,268712.919300000008661,4488654.182900000363588
268551.864000000001397,4488623.342100000008941,268551.178699999989476,4488623.571299999952316
268752.743699999991804,4488506.810300000011921,268751.770799999998417,4488507.133600000292063
268648.654900000023190,4488524.094999999739230,268648.142799999972340,4488524.265100000426173
268723.722699999983888,4488255.150899999774992,268723.082500000018626,4488255.363199999555945
268512.424400000018068,4488455.246899999678135,268511.806800000020303,4488455.450600000098348
268796.565699999977369,4488690.151100000366569,268795.582700000028126,4488690.473500000312924
268674.141699999978300,4488638.685300000011921,268673.917399999976624,4488638.758000000379980
268510.716299999970943,4488420.522300000302494,268510.203900000022259,4488420.687800000421703
268519.519199999980628,4488615.375900000333786,268518.875000000000000,4488615.583599999547005
268675.267500000016298,4488493.416000000201166,268674.801900000020396,4488493.565600000321865
268781.385899999993853,4488617.431900000199676,268780.887899999972433,4488617.589100000448525
268813.904399999999441,4488690.981999999843538,268813.032599999976810,4488691.255800000391901
268712.534400000004098,4488289.096599999815226,268711.431999999971595,4488289.436200000345707
268613.662899999995716,4488363.468399999663234,268613.157599999976810,4488363.622899999842048
268865.373499999986961,4488685.569899999536574,268864.740200000000186,4488685.762500000186265
268783.355900000024121,4488627.500900000333786,268782.317199999990407,4488627.816300000064075
268699.410099999979138,4488671.055100000463426,268698.411800000001676,4488671.358300000429153
268863.958199999993667,4488338.956600000150502,268862.966200000024401,4488339.257199999876320
268899.436999999976251,4488479.243900000117719,268898.736499999999069,4488479.455699999816716
268580.916700000001583,4488338.129300000146031,268580.134699999995064,4488338.365299999713898
268743.510699999984354,4488651.332799999974668,268742.754799999995157,4488651.560800000093877
268724.441300000005867,4488652.115100000053644,268723.619200000015553,4488652.361299999989569
268490.793799999984913,4488481.929800000041723,268490.172199999971781,4488482.114699999801815
268632.163100000005215,4488660.739900000393391,268631.646599999978207,4488660.893400000408292
268751.561199999996461,4488421.336600000038743,268750.835399999981746,4488421.552099999971688
268516.698299999989104,4488614.679299999959767,268515.774800000013784,4488614.952200000174344
268514.373100000026170,4488197.332399999722838,268514.178100000019185,4488197.389000000432134
268945.827400000009220,4488402.904299999587238,268945.298100000014529,4488403.054800000041723
268517.496800000022631,4488611.957700000144541,268516.840399999986403,4488612.143400000408292
268781.585100000025705,4488671.347900000400841,268780.557299999985844,4488671.634100000374019
268824.247600000002421,4488515.557400000281632,268823.527400000020862,4488515.757600000128150
268817.316400000010617,4488527.853299999609590,268816.411699999996927,4488528.102699999697506
268608.741600000008475,4488646.631000000052154,268607.952700000023469,4488646.844800000078976
268716.364699999976438,4488635.271700000390410,268715.596000000019558,4488635.478900000452995
268793.489999999990687,4488500.732099999673665,268792.869100000010803,4488500.897300000302494
268528.167499999981374,4488610.582799999974668,268527.442399999999907,4488610.775200000032783
268769.897600000025705,4488629.070899999700487,268768.996199999994133,4488629.306200000457466
268461.119699999981094,4488599.490299999713898,268460.865999999979977,4488599.555200000293553
268905.433699999994133,4488335.683199999853969,268904.743599999987055,4488335.856200000271201
268908.120600000023842,4488420.135800000280142,268907.330599999986589,4488420.333800000138581
268680.505300000018906,4488676.601200000382960,268679.927499999990687,4488676.744800000451505
268708.820999999996275,4488672.537999999709427,268708.032699999981560,4488672.733000000007451
268778.920199999993201,4488629.376099999994040,268778.012899999972433,4488629.598600000143051
268701.694799999997485,4488658.231800000183284,268700.694799999997485,4488658.476999999955297
268809.797199999971781,4488522.780000000260770,268808.912499999976717,4488522.994199999608099
268841.278799999970943,4488472.886099999770522,268840.319000000017695,4488473.106800000183284
268563.017300000006799,4488434.684500000439584,268562.160499999998137,4488434.880499999970198
268671.487800000002608,4488515.597599999979138,268670.880100000009406,4488515.735299999825656
268714.083099999988917,4488599.768199999816716,268713.631799999973737,4488599.868800000287592
268714.456499999971129,4488642.915599999949336,268713.396899999992456,4488643.151800000108778
268689.587699999974575,4488612.673100000247359,268689.067800000018906,4488612.788700000382960
268579.675199999997858,4488370.237599999643862,268579.296700000006240,4488370.321100000292063
268761.628099999972619,4488437.543200000189245,268760.625699999975041,4488437.763500000350177
268839.398700000019744,4488524.812500000000000,268838.549600000027567,4488524.998999999836087
268874.476499999989755,4488341.093000000342727,268873.562800000014249,4488341.291100000031292
268651.812199999985751,4488521.599799999967217,268651.210699999995995,4488521.730200000107288
268585.726399999985006,4488375.820899999700487,268585.213700000022072,4488375.931800000369549
268946.090099999972153,4488373.190999999642372,268945.289500000013504,4488373.359799999743700
268896.620400000014342,4488486.392199999652803,268895.921099999977741,4488486.537800000049174
268742.505200000014156,4488690.066100000403821,268741.593300000007730,4488690.253800000064075
268883.415600000007544,4488336.443199999630451,268882.820300000021234,4488336.563500000163913
268814.204700000002049,4488682.389600000344217,268813.086200000019744,4488682.614400000311434
268763.070899999991525,4488458.362800000235438,268761.966599999985192,4488458.583200000226498
268604.826999999990221,4488339.599000000394881,268603.829599999997299,4488339.796400000341237
268802.115999999979977,4488503.262299999594688,268801.262800000025891,4488503.428199999965727
268837.284700000018347,4488422.807500000111759,268836.491800000017975,4488422.959800000302494
268658.868299999972805,4488525.355800000019372,268658.256799999973737,4488525.473100000061095
268628.216200000024401,4488656.395499999634922,268627.710699999995995,4488656.492200000211596
268560.033999999985099,4488428.636400000192225,268559.566200000001118,4488428.725499999709427
268753.169799999974202,4488494.022300000302494,268752.375999999989290,4488494.165599999949336
268864.976599999994505,4488599.828999999910593,268862.516400000022259,4488600.242800000123680
268789.855299999995623,4488387.771399999968708,268789.434000000008382,4488387.842199999839067
268640.372399999992922,4488529.573200000450015,268639.846499999985099,4488529.660199999809265
268660.136200000008103,4488518.231200000271201,268659.569599999987986,4488518.321600000374019
268806.762800000025891,4488668.770200000144541,268805.812099999981001,4488668.918800000101328
268731.637999999977183,4488519.856999999843538,268731.233999999996740,4488519.918499999679625
268553.214099999982864,4488443.407599999569356,268552.438900000008289,4488443.523400000296533
268701.683699999994133,4488599.828200000338256,268700.974899999971967,4488599.933500000275671
268574.234100000001490,4488391.463100000284612,268573.721299999975599,4488391.539099999703467
268567.804000000003725,4488622.044900000095367,268567.028500000014901,4488622.151999999769032
268612.315400000021327,4488468.426599999889731,268611.848100000002887,4488468.488900000229478
268722.023600000014994,4488599.724299999885261,268721.259100000024773,4488599.819199999794364
268747.918100000009872,4488661.747299999929965,268746.858300000021700,4488661.872499999590218
268738.392300000006799,4488522.365000000223517,268737.523899999971036,4488522.466400000266731
268579.465000000025611,4488534.271099999547005,268578.840299999981653,4488534.342100000008941
268708.852100000018254,4488650.040799999609590,268707.788799999980256,4488650.153800000436604
268584.538200000009965,4488363.283200000412762,268584.173799999989569,4488363.321800000034273
268808.191600000020117,4488694.043899999931455,268807.441300000005867,4488694.115500000305474
268738.246700000017881,4488520.205199999734759,268737.444100000022445,4488520.278699999675155
268757.803000000014435,4488411.170599999837577,268757.188299999979790,4488411.219299999997020
268635.102200000023004,4488520.556200000457466,268634.571999999985565,4488520.595599999651313
268589.993799999996554,4488504.251000000163913,268589.538999999989755,4488504.280899999663234
268470.842300000018440,4488592.015399999916553,268469.949399999983143,4488592.073699999600649
268692.218500000017229,4488687.669099999591708,268691.206999999994878,4488687.733900000341237
268861.140100000018720,4488654.207399999722838,268860.306199999991804,4488654.255599999800324
268650.030000000027940,4488535.337299999780953,268649.549300000013318,4488535.363599999807775
268702.034900000027847,4488648.719399999827147,268701.270000000018626,4488648.760400000028312
268514.697299999999814,4488557.357499999925494,268514.145200000028126,4488557.384499999694526
268663.102300000027753,4488526.315000000409782,268662.744100000010803,4488526.332000000402331
268596.344700000016019,4488373.201600000262260,268595.700200000021141,4488373.228600000031292
268610.132999999972526,4488352.344499999657273,268609.508099999977276,4488352.369500000029802
268749.125000000000000,4488496.850899999961257,268748.092400000023190,4488496.888399999588728
268846.032699999981560,4488506.745799999684095,268845.281599999987520,4488506.772300000302494
268790.923899999994319,4488402.472699999809265,268790.477100000018254,4488402.484799999743700
268830.569399999978486,4488507.512600000016391,268830.034900000027847,4488507.526300000026822
268599.400699999998324,4488617.650200000032783,268599.008499999996275,4488617.660199999809265
